filepath,thesis_group,template,timeframe,description,params
thesis_02_volatility_regime/T02-D_at10_m3_e13_5min_0837.py,02,T02-D_at10_m3_e13,5min,"ATR Trailing (atr=10, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=10;ema_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at10_m3_e13_15min_0838.py,02,T02-D_at10_m3_e13,15min,"ATR Trailing (atr=10, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=10;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at10_m3_e13_30min_0839.py,02,T02-D_at10_m3_e13,30min,"ATR Trailing (atr=10, mult=3, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=10;ema_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at10_m3_e13_60min_0840.py,02,T02-D_at10_m3_e13,60min,"ATR Trailing (atr=10, mult=3, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=10;ema_window=13;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at10_m3_e26_5min_0841.py,02,T02-D_at10_m3_e26,5min,"ATR Trailing (atr=10, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=10;ema_window=26;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at10_m3_e26_15min_0842.py,02,T02-D_at10_m3_e26,15min,"ATR Trailing (atr=10, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=10;ema_window=26;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at10_m3_e26_30min_0843.py,02,T02-D_at10_m3_e26,30min,"ATR Trailing (atr=10, mult=3, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=10;ema_window=26;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at10_m3_e26_60min_0844.py,02,T02-D_at10_m3_e26,60min,"ATR Trailing (atr=10, mult=3, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=10;ema_window=26;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at14_m2_e13_5min_0845.py,02,T02-D_at14_m2_e13,5min,"ATR Trailing (atr=14, mult=2, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=2;atr_window=14;ema_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at14_m2_e13_15min_0846.py,02,T02-D_at14_m2_e13,15min,"ATR Trailing (atr=14, mult=2, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=2;atr_window=14;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at14_m2_e13_30min_0847.py,02,T02-D_at14_m2_e13,30min,"ATR Trailing (atr=14, mult=2, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=2;atr_window=14;ema_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at14_m2_e13_60min_0848.py,02,T02-D_at14_m2_e13,60min,"ATR Trailing (atr=14, mult=2, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=2;atr_window=14;ema_window=13;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at14_m2_e26_5min_0849.py,02,T02-D_at14_m2_e26,5min,"ATR Trailing (atr=14, mult=2, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=2;atr_window=14;ema_window=26;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at14_m2_e26_15min_0850.py,02,T02-D_at14_m2_e26,15min,"ATR Trailing (atr=14, mult=2, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=2;atr_window=14;ema_window=26;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at14_m2_e26_30min_0851.py,02,T02-D_at14_m2_e26,30min,"ATR Trailing (atr=14, mult=2, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=2;atr_window=14;ema_window=26;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at14_m2_e26_60min_0852.py,02,T02-D_at14_m2_e26,60min,"ATR Trailing (atr=14, mult=2, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=2;atr_window=14;ema_window=26;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at14_m3_e13_5min_0853.py,02,T02-D_at14_m3_e13,5min,"ATR Trailing (atr=14, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=14;ema_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at14_m3_e13_15min_0854.py,02,T02-D_at14_m3_e13,15min,"ATR Trailing (atr=14, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=14;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at14_m3_e13_30min_0855.py,02,T02-D_at14_m3_e13,30min,"ATR Trailing (atr=14, mult=3, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=14;ema_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at14_m3_e13_60min_0856.py,02,T02-D_at14_m3_e13,60min,"ATR Trailing (atr=14, mult=3, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=14;ema_window=13;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at14_m3_e26_5min_0857.py,02,T02-D_at14_m3_e26,5min,"ATR Trailing (atr=14, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=14;ema_window=26;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at14_m3_e26_15min_0858.py,02,T02-D_at14_m3_e26,15min,"ATR Trailing (atr=14, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=14;ema_window=26;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at14_m3_e26_30min_0859.py,02,T02-D_at14_m3_e26,30min,"ATR Trailing (atr=14, mult=3, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=14;ema_window=26;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at14_m3_e26_60min_0860.py,02,T02-D_at14_m3_e26,60min,"ATR Trailing (atr=14, mult=3, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=14;ema_window=26;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at20_m2_e13_5min_0861.py,02,T02-D_at20_m2_e13,5min,"ATR Trailing (atr=20, mult=2, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=2;atr_window=20;ema_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at20_m2_e13_15min_0862.py,02,T02-D_at20_m2_e13,15min,"ATR Trailing (atr=20, mult=2, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=2;atr_window=20;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at20_m2_e13_30min_0863.py,02,T02-D_at20_m2_e13,30min,"ATR Trailing (atr=20, mult=2, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=2;atr_window=20;ema_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at20_m2_e13_60min_0864.py,02,T02-D_at20_m2_e13,60min,"ATR Trailing (atr=20, mult=2, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=2;atr_window=20;ema_window=13;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at20_m2_e26_5min_0865.py,02,T02-D_at20_m2_e26,5min,"ATR Trailing (atr=20, mult=2, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=2;atr_window=20;ema_window=26;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at20_m2_e26_15min_0866.py,02,T02-D_at20_m2_e26,15min,"ATR Trailing (atr=20, mult=2, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=2;atr_window=20;ema_window=26;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at20_m2_e26_30min_0867.py,02,T02-D_at20_m2_e26,30min,"ATR Trailing (atr=20, mult=2, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=2;atr_window=20;ema_window=26;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at20_m2_e26_60min_0868.py,02,T02-D_at20_m2_e26,60min,"ATR Trailing (atr=20, mult=2, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=2;atr_window=20;ema_window=26;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at20_m3_e13_5min_0869.py,02,T02-D_at20_m3_e13,5min,"ATR Trailing (atr=20, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=20;ema_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at20_m3_e13_15min_0870.py,02,T02-D_at20_m3_e13,15min,"ATR Trailing (atr=20, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=20;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at20_m3_e13_30min_0871.py,02,T02-D_at20_m3_e13,30min,"ATR Trailing (atr=20, mult=3, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=20;ema_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at20_m3_e13_60min_0872.py,02,T02-D_at20_m3_e13,60min,"ATR Trailing (atr=20, mult=3, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=20;ema_window=13;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at20_m3_e26_5min_0873.py,02,T02-D_at20_m3_e26,5min,"ATR Trailing (atr=20, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=20;ema_window=26;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at20_m3_e26_15min_0874.py,02,T02-D_at20_m3_e26,15min,"ATR Trailing (atr=20, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=20;ema_window=26;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at20_m3_e26_30min_0875.py,02,T02-D_at20_m3_e26,30min,"ATR Trailing (atr=20, mult=3, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=20;ema_window=26;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at20_m3_e26_60min_0876.py,02,T02-D_at20_m3_e26,60min,"ATR Trailing (atr=20, mult=3, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=20;ema_window=26;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at34_m2_e13_5min_0877.py,02,T02-D_at34_m2_e13,5min,"ATR Trailing (atr=34, mult=2, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=2;atr_window=34;ema_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at34_m2_e13_15min_0878.py,02,T02-D_at34_m2_e13,15min,"ATR Trailing (atr=34, mult=2, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=2;atr_window=34;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at34_m2_e13_30min_0879.py,02,T02-D_at34_m2_e13,30min,"ATR Trailing (atr=34, mult=2, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=2;atr_window=34;ema_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at34_m2_e13_60min_0880.py,02,T02-D_at34_m2_e13,60min,"ATR Trailing (atr=34, mult=2, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=2;atr_window=34;ema_window=13;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at34_m2_e26_5min_0881.py,02,T02-D_at34_m2_e26,5min,"ATR Trailing (atr=34, mult=2, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=2;atr_window=34;ema_window=26;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at34_m2_e26_15min_0882.py,02,T02-D_at34_m2_e26,15min,"ATR Trailing (atr=34, mult=2, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=2;atr_window=34;ema_window=26;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at34_m2_e26_30min_0883.py,02,T02-D_at34_m2_e26,30min,"ATR Trailing (atr=34, mult=2, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=2;atr_window=34;ema_window=26;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at34_m2_e26_60min_0884.py,02,T02-D_at34_m2_e26,60min,"ATR Trailing (atr=34, mult=2, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=2;atr_window=34;ema_window=26;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at34_m3_e13_5min_0885.py,02,T02-D_at34_m3_e13,5min,"ATR Trailing (atr=34, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=34;ema_window=13;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at34_m3_e13_15min_0886.py,02,T02-D_at34_m3_e13,15min,"ATR Trailing (atr=34, mult=3, ema=13)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=34;ema_window=13;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at34_m3_e13_30min_0887.py,02,T02-D_at34_m3_e13,30min,"ATR Trailing (atr=34, mult=3, ema=13)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=34;ema_window=13;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at34_m3_e13_60min_0888.py,02,T02-D_at34_m3_e13,60min,"ATR Trailing (atr=34, mult=3, ema=13)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=34;ema_window=13;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-D_at34_m3_e26_5min_0889.py,02,T02-D_at34_m3_e26,5min,"ATR Trailing (atr=34, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;atr_mult=3;atr_window=34;ema_window=26;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-D_at34_m3_e26_15min_0890.py,02,T02-D_at34_m3_e26,15min,"ATR Trailing (atr=34, mult=3, ema=26)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;atr_mult=3;atr_window=34;ema_window=26;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-D_at34_m3_e26_30min_0891.py,02,T02-D_at34_m3_e26,30min,"ATR Trailing (atr=34, mult=3, ema=26)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;atr_mult=3;atr_window=34;ema_window=26;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-D_at34_m3_e26_60min_0892.py,02,T02-D_at34_m3_e26,60min,"ATR Trailing (atr=34, mult=3, ema=26)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;atr_mult=3;atr_window=34;ema_window=26;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-E_n10_5min_0893.py,02,T02-E_n10,5min,"NATR Regime Switch (natr=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;natr_window=10;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-E_n10_15min_0894.py,02,T02-E_n10,15min,"NATR Regime Switch (natr=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;natr_window=10;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-E_n10_30min_0895.py,02,T02-E_n10,30min,"NATR Regime Switch (natr=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;natr_window=10;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-E_n10_60min_0896.py,02,T02-E_n10,60min,"NATR Regime Switch (natr=10)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;natr_window=10;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-E_n14_5min_0897.py,02,T02-E_n14,5min,"NATR Regime Switch (natr=14)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;natr_window=14;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-E_n14_15min_0898.py,02,T02-E_n14,15min,"NATR Regime Switch (natr=14)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;natr_window=14;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-E_n14_30min_0899.py,02,T02-E_n14,30min,"NATR Regime Switch (natr=14)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;natr_window=14;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-E_n14_60min_0900.py,02,T02-E_n14,60min,"NATR Regime Switch (natr=14)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;natr_window=14;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-E_n20_5min_0901.py,02,T02-E_n20,5min,"NATR Regime Switch (natr=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;natr_window=20;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-E_n20_15min_0902.py,02,T02-E_n20,15min,"NATR Regime Switch (natr=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;natr_window=20;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-E_n20_30min_0903.py,02,T02-E_n20,30min,"NATR Regime Switch (natr=20)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;natr_window=20;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-E_n20_60min_0904.py,02,T02-E_n20,60min,"NATR Regime Switch (natr=20)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;natr_window=20;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-E_n34_5min_0905.py,02,T02-E_n34,5min,"NATR Regime Switch (natr=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;max_cycle=30;natr_window=34;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-E_n34_15min_0906.py,02,T02-E_n34,15min,"NATR Regime Switch (natr=34)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;max_cycle=50;natr_window=34;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-E_n34_30min_0907.py,02,T02-E_n34,30min,"NATR Regime Switch (natr=34)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;max_cycle=50;natr_window=34;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-E_n34_60min_0908.py,02,T02-E_n34,60min,"NATR Regime Switch (natr=34)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;max_cycle=50;natr_window=34;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-F_k10_5min_0909.py,02,T02-F_k10,5min,"KAMA Trend (kama=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;kama_window=10;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-F_k10_15min_0910.py,02,T02-F_k10,15min,"KAMA Trend (kama=10)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;kama_window=10;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-F_k10_30min_0911.py,02,T02-F_k10,30min,"KAMA Trend (kama=10)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;kama_window=10;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-F_k10_60min_0912.py,02,T02-F_k10,60min,"KAMA Trend (kama=10)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;kama_window=10;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-F_k20_5min_0913.py,02,T02-F_k20,5min,"KAMA Trend (kama=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;kama_window=20;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-F_k20_15min_0914.py,02,T02-F_k20,15min,"KAMA Trend (kama=20)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;kama_window=20;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-F_k20_30min_0915.py,02,T02-F_k20,30min,"KAMA Trend (kama=20)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;kama_window=20;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-F_k20_60min_0916.py,02,T02-F_k20,60min,"KAMA Trend (kama=20)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;kama_window=20;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-F_k30_5min_0917.py,02,T02-F_k30,5min,"KAMA Trend (kama=30)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;kama_window=30;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-F_k30_15min_0918.py,02,T02-F_k30,15min,"KAMA Trend (kama=30)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;kama_window=30;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
thesis_02_volatility_regime/T02-F_k30_30min_0919.py,02,T02-F_k30,30min,"KAMA Trend (kama=30)","adx_entry=18;adx_entry_weak=15;adx_exit=12;adx_window=14;ema_window=20;kama_window=30;max_cycle=50;return_window=8;roc_window=8;rsi_window=14;vol_window=26"
thesis_02_volatility_regime/T02-F_k30_60min_0920.py,02,T02-F_k30,60min,"KAMA Trend (kama=30)","adx_entry=16;adx_entry_weak=14;adx_exit=10;adx_window=21;ema_window=30;kama_window=30;max_cycle=50;return_window=14;roc_window=14;rsi_window=21;vol_window=34"
thesis_02_volatility_regime/T02-F_k50_5min_0921.py,02,T02-F_k50,5min,"KAMA Trend (kama=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=7;ema_window=8;kama_window=50;max_cycle=30;return_window=3;roc_window=3;rsi_window=7;vol_window=14"
thesis_02_volatility_regime/T02-F_k50_15min_0922.py,02,T02-F_k50,15min,"KAMA Trend (kama=50)","adx_entry=22;adx_entry_weak=18;adx_exit=15;adx_window=10;ema_window=13;kama_window=50;max_cycle=50;return_window=5;roc_window=5;rsi_window=10;vol_window=20"
